date,day_of_week,total_patients,male_patients,female_patients,children_patients,adult_patients,elderly_patients,fever_cases,cough_cases,diarrhea_cases,vomiting_cases,skin_rash_cases,animal_bite_cases,paracetamol_used,antibiotics_used,ors_packets_used,malaria_kits_used,temperature,rainfall,humidity
2023-01-29,Sunday,40,18,22,6,30,4,9,5,2,1,1,0,7,3,1,0,27.1,0,71
2023-01-30,Monday,34,16,18,7,22,5,6,4,1,0,1,0,6,4,1,0,27.7,0,50
2023-01-31,Tuesday,57,29,28,14,36,7,9,4,2,1,0,1,10,5,1,0,27.1,0,64
2023-02-01,Wednesday,48,25,23,11,31,6,10,4,2,1,1,0,8,4,2,0,28.4,0,55
2023-02-02,Thursday,35,17,18,7,25,3,7,6,1,0,0,0,5,3,0,0,27.2,0,73
2023-02-03,Friday,49,24,25,7,37,5,6,6,2,1,0,0,5,4,1,0,27.9,0,67
2023-02-04,Saturday,16,8,8,2,13,1,2,2,0,0,0,0,2,1,0,0,26.3,0,44
2023-02-05,Sunday,40,21,19,9,28,3,7,2,2,1,1,0,7,1,2,0,27.5,0,54
2023-02-06,Monday,46,21,25,11,30,5,5,8,2,1,1,0,4,6,1,0,26.9,0,52
2023-02-07,Tuesday,38,18,20,7,28,3,5,4,1,0,1,1,4,4,0,0,30.8,0,56
2023-02-08,Wednesday,41,19,22,6,31,4,9,4,2,1,2,0,9,4,1,0,27.7,0,63
2023-02-09,Thursday,31,14,17,5,23,3,3,3,1,0,0,1,3,1,0,0,27.9,0,71
2023-02-10,Friday,43,19,24,8,31,4,5,5,2,1,1,0,5,3,1,0,25.6,1,57
2023-02-11,Saturday,40,21,19,9,27,4,7,7,2,1,0,1,8,4,1,0,25.9,0,65
2023-02-12,Sunday,29,15,14,5,21,3,4,4,1,0,0,0,3,1,0,0,29.3,0,45
2023-02-13,Monday,50,25,25,11,34,5,6,9,2,1,2,0,5,4,1,0,29.9,0,72
2023-02-14,Tuesday,46,21,25,9,32,5,8,6,2,1,1,2,9,6,1,0,25.3,0,67
2023-02-15,Wednesday,41,20,21,7,30,4,6,3,2,1,0,0,6,2,2,0,24.5,0,51
2023-02-16,Thursday,33,17,16,6,24,3,4,6,1,0,0,1,4,2,1,0,28.5,0,55
2023-02-17,Friday,53,25,28,11,37,5,7,5,2,1,0,0,7,3,2,0,26.8,0,66
2023-02-18,Saturday,43,21,22,6,32,5,6,5,2,1,0,0,6,4,1,0,26.5,2,52
2023-02-19,Sunday,36,16,20,8,25,3,8,4,1,0,0,1,8,3,0,0,27.3,0,57
2023-02-20,Monday,39,19,20,8,27,4,6,7,1,0,1,0,4,3,0,0,26.7,1,58
2023-02-21,Tuesday,24,12,12,5,17,2,3,4,1,0,0,0,2,1,0,0,26.7,0,65
2023-02-22,Wednesday,39,20,19,6,29,4,4,6,1,0,0,0,3,2,1,0,27.7,0,48
2023-02-23,Thursday,45,24,21,8,31,6,8,6,2,1,0,1,7,6,1,0,23.9,0,67
2023-02-24,Friday,51,26,25,10,37,4,11,6,2,1,0,0,11,3,2,0,28.4,0,46
2023-02-25,Saturday,32,16,16,6,22,4,3,3,1,0,1,1,2,2,1,0,28.4,0,45
2023-02-26,Sunday,31,14,17,6,22,3,4,4,1,0,1,0,4,1,0,0,28.1,0,65
2023-02-27,Monday,48,25,23,8,35,5,9,7,2,1,0,0,7,6,2,0,25.9,5,54
2023-02-28,Tuesday,43,20,23,8,30,5,10,7,2,1,1,0,8,3,1,0,29.0,0,50
2023-03-01,Wednesday,54,26,28,12,38,4,11,10,2,1,2,3,10,5,1,0,33.8,0,74
2023-03-02,Thursday,34,16,18,7,23,4,4,6,1,0,1,0,4,4,1,0,28.6,0,66
2023-03-03,Friday,26,13,13,4,19,3,3,2,1,0,0,0,3,2,0,0,26.6,0,70
2023-03-04,Saturday,52,25,27,10,36,6,7,5,2,1,1,0,6,4,1,0,25.0,1,62
2023-03-05,Sunday,26,13,13,4,19,3,3,2,1,0,0,0,2,1,0,0,38.8,1,60
2023-03-06,Monday,12,6,6,2,9,1,1,0,0,0,0,1,1,0,0,0,38.9,1,45
2023-03-07,Tuesday,31,16,15,4,25,2,3,2,1,0,1,0,2,1,1,0,31.7,0,52
2023-03-08,Wednesday,45,24,21,7,35,3,10,8,2,1,1,2,9,7,2,0,34.2,0,72
2023-03-09,Thursday,27,14,13,5,19,3,6,1,1,0,0,3,5,1,0,0,38.4,5,47
2023-03-10,Friday,44,22,22,8,32,4,5,2,2,1,1,1,4,2,1,0,36.2,0,49
2023-03-11,Saturday,47,24,23,10,32,5,5,5,2,1,1,0,5,3,1,0,34.6,1,67
2023-03-12,Sunday,28,15,13,6,20,2,5,3,1,0,1,0,5,2,0,0,37.0,0,63
2023-03-13,Monday,30,13,17,6,21,3,6,4,1,0,0,2,6,2,1,0,38.0,0,45
2023-03-14,Tuesday,31,15,16,5,23,3,5,2,1,0,1,0,4,1,0,0,34.4,0,72
2023-03-15,Wednesday,23,11,12,5,16,2,5,2,1,0,0,0,4,3,0,0,36.6,0,45
2023-03-16,Thursday,35,17,18,8,24,3,8,4,1,0,0,0,7,4,0,0,35.8,0,47
2023-03-17,Friday,30,13,17,6,20,4,3,4,1,0,0,0,3,1,1,0,37.5,0,71
2023-03-18,Saturday,34,16,18,5,25,4,4,6,1,0,0,0,4,4,0,0,40.1,0,65
2023-03-19,Sunday,32,16,16,5,25,2,6,3,1,0,0,0,5,2,1,0,27.7,0,40
2023-03-20,Monday,42,21,21,6,30,6,5,7,2,1,2,0,4,4,1,0,34.9,1,65
2023-03-21,Tuesday,25,12,13,4,18,3,3,1,1,0,1,0,2,0,1,0,33.6,1,49
2023-03-22,Wednesday,44,22,22,9,29,6,9,3,2,1,2,0,8,4,2,0,32.5,0,63
2023-03-23,Thursday,53,24,29,8,40,5,7,3,2,1,1,1,8,2,2,0,34.6,0,53
2023-03-24,Friday,38,19,19,6,28,4,5,4,1,0,1,0,5,3,0,0,36.2,2,51
2023-03-25,Saturday,36,19,17,8,24,4,5,5,1,0,0,0,5,4,1,0,34.0,5,43
2023-03-26,Sunday,36,18,18,7,25,4,7,4,1,0,0,0,6,3,1,0,32.7,0,45
2023-03-27,Monday,32,14,18,6,22,4,7,3,1,0,0,0,6,3,0,0,40.8,0,61
2023-03-28,Tuesday,35,17,18,5,25,5,6,2,1,0,1,0,6,2,1,0,35.4,1,54
2023-03-29,Wednesday,44,20,24,7,34,3,5,2,2,1,0,0,4,2,1,0,28.9,0,52
2023-03-30,Thursday,49,23,26,10,35,4,6,7,2,1,0,0,5,3,2,0,34.9,0,48
2023-03-31,Friday,35,16,19,5,26,4,5,2,1,0,0,0,4,3,0,0,34.8,0,46
2023-04-01,Saturday,38,18,20,7,27,4,6,2,1,0,0,0,6,1,1,0,35.2,0,64
2023-04-02,Sunday,37,17,20,7,26,4,8,3,1,0,0,0,7,3,1,0,35.6,1,62
2023-04-03,Monday,44,22,22,6,33,5,10,7,2,1,0,0,10,4,1,0,33.7,0,57
2023-04-04,Tuesday,53,26,27,9,39,5,12,9,2,1,2,0,10,8,1,0,40.5,1,73
2023-04-05,Wednesday,63,34,29,14,40,9,7,6,3,1,2,0,6,3,2,0,37.3,0,63
2023-04-06,Thursday,49,22,27,10,35,4,7,5,2,1,2,0,7,5,1,0,34.6,0,69
2023-04-07,Friday,55,29,26,10,40,5,11,6,2,1,1,0,8,3,1,0,35.0,0,48
2023-04-08,Saturday,54,27,27,13,37,4,12,4,2,1,1,1,12,4,1,0,32.1,0,59
2023-04-09,Sunday,50,26,24,8,37,5,7,8,2,1,0,0,7,7,1,0,35.8,0,63
2023-04-10,Monday,52,26,26,9,39,4,6,7,2,1,1,1,5,5,2,0,32.0,0,62
2023-04-11,Tuesday,53,29,24,9,38,6,6,7,2,1,1,0,5,5,2,0,36.0,2,74
2023-04-12,Wednesday,41,21,20,8,28,5,4,7,2,1,1,0,4,3,1,0,35.1,0,53
2023-04-13,Thursday,55,27,28,9,40,6,10,10,2,1,2,1,9,8,2,0,38.0,0,49
2023-04-14,Friday,44,23,21,7,33,4,10,2,2,1,1,0,10,3,1,0,32.5,0,47
2023-04-15,Saturday,43,20,23,6,32,5,5,6,2,1,1,0,5,4,1,0,31.1,0,61
2023-04-16,Sunday,48,22,26,10,32,6,8,5,2,1,1,0,6,5,1,0,30.3,0,55
2023-04-17,Monday,47,25,22,10,32,5,11,3,2,1,1,0,9,6,2,0,33.3,0,40
2023-04-18,Tuesday,62,32,30,14,40,8,12,4,3,1,1,0,12,5,3,0,37.7,0,42
2023-04-19,Wednesday,45,21,24,9,31,5,6,5,2,1,1,1,6,5,2,0,31.9,0,60
2023-04-20,Thursday,63,33,30,11,47,5,10,6,3,1,1,0,8,6,2,0,36.4,0,72
2023-04-21,Friday,51,23,28,11,35,5,8,4,2,1,0,0,8,3,2,0,37.1,2,54
2023-04-22,Saturday,40,18,22,9,27,4,9,6,2,1,1,0,9,6,2,0,32.8,1,54
2023-04-23,Sunday,43,22,21,7,30,6,8,5,2,1,0,0,8,4,1,0,34.2,1,73
2023-04-24,Monday,58,30,28,13,37,8,9,9,2,1,1,0,9,5,1,0,38.9,0,59
2023-04-25,Tuesday,45,24,21,8,34,3,5,3,2,1,1,2,4,1,1,0,39.4,0,61
2023-04-26,Wednesday,62,30,32,11,43,8,11,10,3,1,3,0,9,9,3,0,37.6,2,54
2023-04-27,Thursday,47,23,24,9,32,6,11,7,2,1,2,0,12,7,1,0,33.0,0,47
2023-04-28,Friday,49,22,27,12,32,5,6,9,2,1,2,1,6,4,1,0,35.6,0,60
2023-04-29,Saturday,31,15,16,5,23,3,7,5,1,0,0,0,6,4,0,0,33.3,2,58
2023-04-30,Sunday,43,20,23,9,30,4,5,4,2,1,1,0,4,2,2,0,30.5,1,60
2023-05-01,Monday,47,22,25,7,36,4,11,6,2,1,0,2,9,5,2,0,35.2,2,68
2023-05-02,Tuesday,38,20,18,7,27,4,8,2,1,0,1,0,7,3,0,0,32.8,1,57
2023-05-03,Wednesday,51,25,26,10,35,6,5,8,2,1,0,0,5,3,1,0,28.9,0,70
2023-05-04,Thursday,64,32,32,10,49,5,7,3,3,1,3,0,7,4,2,0,35.9,0,47
2023-05-05,Friday,62,29,33,12,43,7,8,6,3,1,1,1,7,5,2,0,38.0,0,66
2023-05-06,Saturday,36,17,19,7,27,2,8,3,1,0,1,0,7,4,1,0,32.1,0,48
2023-05-07,Sunday,38,18,20,8,26,4,4,6,1,0,0,0,3,4,0,0,34.0,0,42
2023-05-08,Monday,47,23,24,11,30,6,5,6,2,1,1,0,4,5,1,0,31.7,0,42
2023-05-09,Tuesday,54,28,26,8,42,4,13,6,2,1,2,0,12,7,1,0,26.6,0,63
2023-05-10,Wednesday,49,24,25,7,39,3,9,3,2,1,1,0,7,2,1,0,33.8,0,54
2023-05-11,Thursday,57,27,30,13,36,8,10,10,2,1,2,0,9,6,2,0,35.1,0,49
2023-05-12,Friday,50,26,24,12,32,6,5,3,2,1,0,0,4,1,1,0,30.3,0,45
2023-05-13,Saturday,20,9,11,3,15,2,3,3,1,0,0,0,3,2,1,0,32.5,0,53
2023-05-14,Sunday,54,29,25,8,39,7,6,2,2,1,1,0,5,3,2,0,40.4,0,61
2023-05-15,Monday,47,21,26,9,35,3,5,7,2,1,1,0,5,3,2,0,39.4,0,61
2023-05-16,Tuesday,54,29,25,11,36,7,7,9,2,1,1,0,6,7,2,0,36.3,0,42
2023-05-17,Wednesday,47,25,22,8,35,4,6,8,2,1,2,0,6,6,2,0,36.9,0,54
2023-05-18,Thursday,52,27,25,8,38,6,9,3,2,1,1,0,10,5,1,0,34.2,0,47
2023-05-19,Friday,43,22,21,10,30,3,8,5,2,1,0,0,8,5,2,0,36.1,1,50
2023-05-20,Saturday,47,22,25,9,33,5,7,4,2,1,0,0,8,3,1,0,31.5,0,72
2023-05-21,Sunday,51,26,25,10,35,6,11,5,2,1,0,0,12,6,1,0,35.9,0,49
2023-05-22,Monday,51,26,25,10,37,4,9,9,2,1,1,1,10,5,1,0,33.6,2,44
2023-05-23,Tuesday,66,35,31,16,43,7,10,5,3,1,2,1,8,3,3,0,31.4,1,70
2023-05-24,Wednesday,55,25,30,9,39,7,5,7,2,1,0,0,4,2,1,0,36.6,0,69
2023-05-25,Thursday,50,22,28,10,34,6,5,2,2,1,2,0,5,2,2,0,39.2,0,72
2023-05-26,Friday,44,24,20,7,33,4,9,3,2,1,1,0,9,4,1,0,36.9,0,61
2023-05-27,Saturday,35,18,17,6,25,4,6,3,1,0,1,0,6,4,0,0,34.4,0,49
2023-05-28,Sunday,43,20,23,9,29,5,8,6,2,1,1,2,7,6,1,0,42.2,0,45
2023-05-29,Monday,39,20,19,8,27,4,9,7,1,0,0,0,7,7,0,0,38.1,1,53
2023-05-30,Tuesday,62,29,33,10,45,7,13,6,3,1,1,0,14,3,3,0,30.1,0,67
2023-05-31,Wednesday,50,24,26,9,35,6,6,6,2,1,1,0,5,4,2,0,40.3,2,72
2023-06-01,Thursday,56,26,30,8,43,5,11,3,2,1,0,0,11,6,1,0,29.7,5,40
2023-06-02,Friday,56,27,29,8,44,4,13,3,2,1,1,0,13,7,2,0,30.3,0,51
2023-06-03,Saturday,34,15,19,8,23,3,3,2,1,0,1,0,2,2,1,0,33.5,2,41
2023-06-04,Sunday,43,21,22,9,28,6,10,6,2,1,1,0,11,6,1,0,33.7,5,67
2023-06-05,Monday,45,23,22,9,32,4,10,5,2,1,1,0,10,3,1,0,30.7,0,46
2023-06-06,Tuesday,67,30,37,13,47,7,6,4,3,1,3,0,6,3,3,0,30.2,0,50
2023-06-07,Wednesday,50,26,24,10,34,6,5,6,2,1,1,0,5,3,1,0,30.5,0,59
2023-06-08,Thursday,67,35,32,13,48,6,9,9,3,1,2,0,8,7,2,0,30.4,10,62
2023-06-09,Friday,55,26,29,10,41,4,7,9,2,1,0,0,7,5,2,0,31.9,0,46
2023-06-10,Saturday,49,24,25,9,37,3,9,3,2,1,0,0,7,4,2,0,31.1,10,65
2023-06-11,Sunday,36,18,18,7,25,4,4,4,3,1,0,1,3,2,2,0,31.0,20,45
2023-06-12,Monday,67,33,34,15,43,9,9,6,3,1,2,0,8,6,3,0,25.8,0,68
2023-06-13,Tuesday,58,30,28,10,41,7,6,10,2,1,1,0,6,5,1,0,29.5,0,42
2023-06-14,Wednesday,40,18,22,9,26,5,7,4,2,1,0,0,6,3,1,0,25.7,0,49
2023-06-15,Thursday,63,32,31,12,42,9,9,8,3,1,0,0,8,4,2,0,32.4,0,67
2023-06-16,Friday,54,28,26,10,39,5,10,10,2,1,0,0,9,7,2,0,32.4,0,41
2023-06-17,Saturday,44,23,21,9,31,4,8,6,2,1,1,0,7,5,1,0,29.7,0,49
2023-06-18,Sunday,59,31,28,13,42,4,13,8,2,1,2,1,10,4,1,0,30.0,5,42
2023-06-19,Monday,48,22,26,9,34,5,8,2,2,1,1,0,8,2,1,0,26.5,0,68
2023-06-20,Tuesday,57,29,28,12,38,7,6,9,2,1,2,0,4,7,2,0,30.0,2,54
2023-06-21,Wednesday,47,21,26,8,33,6,8,8,2,1,1,0,8,4,1,0,27.7,0,52
2023-06-22,Thursday,55,27,28,9,42,4,12,10,2,1,1,0,11,6,1,0,29.0,0,74
2023-06-23,Friday,48,22,26,9,35,4,6,8,2,1,1,0,5,3,1,0,33.8,0,62
2023-06-24,Saturday,52,23,29,9,37,6,8,6,2,1,2,0,8,6,2,0,31.6,0,53
2023-06-25,Sunday,47,21,26,10,31,6,11,3,2,1,1,0,10,5,2,0,28.7,0,40
2023-06-26,Monday,54,24,30,12,36,6,7,3,2,1,0,0,6,3,1,0,26.8,0,69
2023-06-27,Tuesday,58,26,32,10,43,5,11,8,2,1,1,0,12,6,1,0,31.6,5,67
2023-06-28,Wednesday,53,27,26,12,34,7,10,5,2,1,0,0,10,4,1,0,31.5,0,57
2023-06-29,Thursday,53,24,29,11,37,5,12,3,2,1,1,1,12,7,1,0,33.0,0,56
2023-06-30,Friday,41,19,22,8,30,3,5,3,2,1,1,2,5,2,2,0,32.2,0,44
2023-07-01,Saturday,48,24,24,8,36,4,9,8,2,1,0,2,9,6,1,0,31.9,0,57
2023-07-02,Sunday,35,17,18,5,28,2,7,6,1,0,0,0,7,3,1,0,35.0,10,46
2023-07-03,Monday,52,28,24,9,38,5,6,6,2,1,2,0,5,4,2,0,28.0,0,54
2023-07-04,Tuesday,50,25,25,10,35,5,6,7,2,1,2,0,6,2,1,0,32.3,5,59
2023-07-05,Wednesday,47,24,23,10,32,5,7,6,2,1,0,0,7,2,1,0,33.0,0,64
2023-07-06,Thursday,75,38,37,12,57,6,14,14,3,1,3,2,11,12,2,0,29.1,5,45
2023-07-07,Friday,56,28,28,13,35,8,9,8,2,1,1,2,7,7,1,0,28.6,5,51
2023-07-08,Saturday,61,32,29,9,46,6,10,9,3,1,1,0,11,5,2,0,28.7,0,66
2023-07-09,Sunday,50,27,23,9,36,5,11,4,2,1,0,1,11,3,2,0,31.7,0,74
2023-07-10,Monday,52,28,24,10,36,6,5,5,2,1,0,1,4,3,2,0,29.6,5,71
2023-07-11,Tuesday,58,26,32,13,40,5,6,5,2,1,0,1,5,3,2,0,28.9,2,61
2023-07-12,Wednesday,43,23,20,10,29,4,5,3,2,1,0,0,4,3,2,0,30.6,0,50
2023-07-13,Thursday,48,24,24,10,35,3,11,8,2,1,2,0,12,4,1,0,29.8,0,63
2023-07-14,Friday,51,24,27,7,40,4,7,5,2,1,1,0,7,3,1,0,26.6,0,51
2023-07-15,Saturday,46,23,23,10,30,6,4,7,2,1,0,1,3,4,2,0,32.0,0,48
2023-07-16,Sunday,46,24,22,7,34,5,4,5,2,1,0,0,3,2,2,0,28.1,0,62
2023-07-17,Monday,63,33,30,14,44,5,7,8,3,1,1,0,7,4,3,0,31.9,0,47
2023-07-18,Tuesday,38,17,21,7,26,5,7,5,1,0,1,0,5,4,1,0,30.3,0,46
2023-07-19,Wednesday,39,21,18,9,27,3,8,5,1,0,1,0,8,3,0,0,28.5,0,58
2023-07-20,Thursday,62,29,33,10,46,6,12,6,3,1,2,0,13,7,3,0,30.1,2,72
2023-07-21,Friday,49,24,25,7,36,6,6,9,2,1,1,1,5,3,1,0,30.8,5,58
2023-07-22,Saturday,40,18,22,7,29,4,6,4,2,1,1,0,5,3,2,0,27.6,0,40
2023-07-23,Sunday,54,27,27,12,37,5,13,6,2,1,2,0,11,5,1,0,30.1,0,72
2023-07-24,Monday,50,25,25,7,37,6,9,3,2,1,2,0,8,3,2,0,31.3,0,46
2023-07-25,Tuesday,66,35,31,13,45,8,14,9,3,1,2,0,15,5,3,0,31.9,0,62
2023-07-26,Wednesday,64,30,34,11,45,8,7,9,6,3,2,0,8,5,6,2,27.8,50,76
2023-07-27,Thursday,54,26,28,10,40,4,8,10,2,1,1,0,7,6,1,0,30.3,0,50
2023-07-28,Friday,54,28,26,12,35,7,7,8,5,2,2,1,6,6,5,0,29.4,20,47
2023-07-29,Saturday,48,23,25,8,34,6,9,5,2,1,1,0,10,4,1,0,28.9,0,68
2023-07-30,Sunday,55,26,29,11,39,5,7,7,2,1,2,0,8,3,1,0,26.2,0,69
2023-07-31,Monday,57,26,31,14,36,7,10,10,2,1,1,0,8,8,1,0,28.8,0,60
2023-08-01,Tuesday,55,27,28,10,40,5,8,8,2,1,1,0,8,7,1,0,33.4,0,47
2023-08-02,Wednesday,55,29,26,12,39,4,7,7,2,1,0,2,8,3,2,0,30.6,0,42
2023-08-03,Thursday,38,20,18,6,27,5,8,5,1,0,1,0,8,2,0,0,25.7,2,66
2023-08-04,Friday,40,20,20,6,31,3,7,4,2,1,1,1,6,5,1,0,29.8,0,59
2023-08-05,Saturday,67,36,31,14,46,7,12,8,3,1,3,0,11,7,2,0,30.5,2,50
2023-08-06,Sunday,62,31,31,14,43,5,14,11,3,1,2,0,11,11,2,0,28.9,0,66
2023-08-07,Monday,52,25,27,11,37,4,6,9,2,1,0,0,5,6,1,0,26.1,0,58
2023-08-08,Tuesday,60,30,30,12,40,8,10,4,3,1,1,0,8,3,2,0,31.1,2,42
2023-08-09,Wednesday,54,29,25,10,37,7,13,3,2,1,0,0,12,6,1,0,30.1,2,64
2023-08-10,Thursday,51,23,28,11,36,4,10,8,2,1,1,0,8,7,1,0,28.9,2,69
2023-08-11,Friday,63,32,31,10,47,6,11,8,6,3,0,0,12,7,6,0,31.4,20,46
2023-08-12,Saturday,58,28,30,13,37,8,12,9,5,2,2,2,13,9,5,0,30.3,20,50
2023-08-13,Sunday,68,36,32,15,48,5,13,11,3,1,1,0,14,7,3,0,33.3,0,44
2023-08-14,Monday,39,17,22,8,28,3,5,7,1,0,0,0,5,5,1,0,30.7,0,42
2023-08-15,Tuesday,51,26,25,8,37,6,12,10,2,1,1,0,13,8,1,0,28.7,5,66
2023-08-16,Wednesday,43,21,22,9,28,6,4,7,2,1,0,2,4,3,1,0,30.9,0,67
2023-08-17,Thursday,55,27,28,13,36,6,13,5,2,1,1,0,11,7,1,0,30.7,0,72
2023-08-18,Friday,53,28,25,13,36,4,8,8,2,1,1,0,7,7,1,0,32.7,0,53
2023-08-19,Saturday,51,24,27,10,36,5,7,7,2,1,1,0,5,4,1,0,31.0,0,71
2023-08-20,Sunday,53,28,25,8,38,7,12,3,2,1,0,1,12,7,2,0,31.6,0,69
2023-08-21,Monday,46,21,25,7,36,3,5,2,2,1,1,0,5,2,2,0,31.6,0,53
2023-08-22,Tuesday,54,25,29,11,38,5,6,7,2,1,2,0,4,3,2,0,30.1,0,47
2023-08-23,Wednesday,69,35,34,16,45,8,14,12,3,1,1,0,11,12,2,0,34.5,0,47
2023-08-24,Thursday,71,36,35,13,52,6,12,7,3,1,1,0,10,5,2,0,32.3,0,53
2023-08-25,Friday,59,32,27,10,44,5,9,4,2,1,2,0,8,2,2,0,31.3,0,68
2023-08-26,Saturday,55,30,25,13,37,5,10,9,2,1,2,0,11,5,1,0,32.9,0,51
2023-08-27,Sunday,52,28,24,9,36,7,7,6,2,1,0,2,7,5,1,0,30.4,0,62
2023-08-28,Monday,47,22,25,8,36,3,9,6,2,1,0,1,10,3,1,0,26.0,0,74
2023-08-29,Tuesday,55,29,26,10,41,4,13,5,2,1,1,2,11,4,2,0,31.4,0,48
2023-08-30,Wednesday,57,30,27,11,40,6,7,5,2,1,1,0,7,5,1,0,28.7,0,52
2023-08-31,Thursday,60,30,30,13,42,5,8,6,3,1,2,0,7,3,2,0,32.6,0,71
2023-09-01,Friday,61,29,32,13,41,7,14,8,3,1,2,0,11,7,2,0,32.1,2,44
2023-09-02,Saturday,55,27,28,9,41,5,13,10,2,1,2,0,15,6,1,0,31.2,2,48
2023-09-03,Sunday,48,25,23,7,35,6,9,4,2,1,1,0,7,5,1,0,27.3,0,44
2023-09-04,Monday,62,31,31,11,45,6,12,6,3,1,2,0,9,7,2,0,29.9,0,70
2023-09-05,Tuesday,60,29,31,10,42,8,11,3,3,1,2,0,11,6,2,0,30.0,5,53
2023-09-06,Wednesday,49,24,25,9,34,6,11,2,2,1,0,0,12,3,1,0,31.1,0,53
2023-09-07,Thursday,37,17,20,7,25,5,4,4,1,0,1,0,4,2,0,0,28.8,0,47
2023-09-08,Friday,55,26,29,10,39,6,6,7,2,1,2,0,6,3,2,0,35.0,0,47
2023-09-09,Saturday,54,26,28,13,36,5,10,6,2,1,1,0,8,6,1,0,27.7,0,67
2023-09-10,Sunday,63,32,31,13,43,7,6,9,3,1,2,0,5,5,2,0,29.7,2,68
2023-09-11,Monday,67,31,36,14,44,9,9,11,3,1,1,0,10,8,3,0,30.6,0,49
2023-09-12,Tuesday,46,21,25,9,32,5,4,8,2,1,1,0,3,5,1,0,30.2,0,69
2023-09-13,Wednesday,70,33,37,11,51,8,17,5,3,1,2,0,15,7,3,0,29.8,0,70
2023-09-14,Thursday,53,26,27,10,39,4,8,3,2,1,1,0,7,4,1,0,27.8,0,56
2023-09-15,Friday,62,30,32,14,43,5,14,10,3,1,1,0,13,10,2,0,27.1,0,74
2023-09-16,Saturday,63,30,33,9,46,8,13,9,3,1,1,0,14,4,3,0,28.1,0,63
2023-09-17,Sunday,49,25,24,9,36,4,10,4,4,2,0,0,10,2,4,0,32.9,20,74
2023-09-18,Monday,50,25,25,11,32,7,11,6,2,1,0,1,12,6,2,0,29.0,0,44
2023-09-19,Tuesday,48,26,22,7,38,3,6,3,2,1,1,0,6,2,1,0,28.6,0,60
2023-09-20,Wednesday,44,21,23,8,32,4,6,3,2,1,1,0,7,3,2,0,30.2,0,73
2023-09-21,Thursday,58,28,30,10,42,6,8,5,2,1,2,0,7,2,1,0,33.2,0,64
2023-09-22,Friday,64,32,32,13,42,9,10,12,3,1,1,0,11,7,2,0,28.4,2,48
2023-09-23,Saturday,60,27,33,14,41,5,12,3,3,1,2,0,14,5,3,0,30.5,0,47
2023-09-24,Sunday,36,17,19,5,28,3,5,6,1,0,1,0,4,5,1,0,29.1,0,46
2023-09-25,Monday,57,27,30,11,39,7,6,9,2,1,1,0,5,4,1,0,25.7,0,40
2023-09-26,Tuesday,52,28,24,12,33,7,7,9,2,1,2,0,7,7,1,0,33.3,0,69
2023-09-27,Wednesday,54,25,29,13,34,7,8,6,2,1,1,0,7,4,1,0,31.2,0,53
2023-09-28,Thursday,39,19,20,6,30,3,9,6,1,0,0,0,9,3,0,0,31.8,10,62
2023-09-29,Friday,50,23,27,11,34,5,12,7,2,1,0,0,14,9,1,0,31.9,0,51
2023-09-30,Saturday,45,21,24,7,32,6,6,5,2,1,0,0,5,2,1,0,27.5,0,46
2023-10-01,Sunday,54,28,26,10,37,7,10,7,2,1,2,0,10,7,2,0,27.1,5,63
2023-10-02,Monday,65,32,33,12,47,6,9,12,3,1,3,2,8,8,2,0,28.0,10,66
2023-10-03,Tuesday,45,23,22,9,31,5,4,8,4,2,0,0,3,3,3,0,31.8,20,43
2023-10-04,Wednesday,36,18,18,6,26,4,7,4,3,1,1,0,6,4,3,4,33.1,50,89
2023-10-05,Thursday,67,35,32,11,51,5,14,4,3,1,1,0,13,7,2,0,33.7,10,54
2023-10-06,Friday,49,23,26,8,37,4,5,7,2,1,2,1,4,5,2,0,27.5,5,63
2023-10-07,Saturday,43,19,24,10,28,5,5,4,2,1,1,0,5,2,2,0,30.0,0,64
2023-10-08,Sunday,53,23,30,9,40,4,11,3,2,1,1,1,12,4,2,0,32.3,10,61
2023-10-09,Monday,54,28,26,8,41,5,5,4,2,1,1,0,4,1,2,0,30.1,0,50
2023-10-10,Tuesday,64,35,29,15,42,7,10,3,3,1,2,0,11,3,2,0,28.9,0,40
2023-10-11,Wednesday,46,21,25,11,29,6,6,3,4,2,1,0,6,4,3,0,30.6,20,51
2023-10-12,Thursday,63,30,33,9,45,9,15,7,3,1,0,0,12,8,3,0,29.6,0,69
2023-10-13,Friday,54,26,28,10,38,6,10,10,2,1,1,0,11,4,1,0,30.7,0,71
2023-10-14,Saturday,53,25,28,12,34,7,6,7,5,2,1,0,6,2,5,1,30.3,50,90
2023-10-15,Sunday,40,18,22,6,31,3,7,3,4,2,1,0,6,4,2,0,31.7,20,70
2023-10-16,Monday,62,29,33,13,44,5,11,7,6,3,2,0,9,4,5,3,31.2,50,94
2023-10-17,Tuesday,54,25,29,10,40,4,6,5,2,1,0,0,5,4,1,0,31.3,0,55
2023-10-18,Wednesday,60,29,31,9,44,7,11,5,3,1,2,0,9,4,3,0,29.4,10,70
2023-10-19,Thursday,44,21,23,8,30,6,9,6,2,1,1,0,9,7,2,0,30.7,0,49
2023-10-20,Friday,49,22,27,10,34,5,8,4,2,1,1,0,8,2,2,0,29.2,0,45
2023-10-21,Saturday,39,17,22,7,27,5,6,3,1,0,1,0,5,4,1,0,26.5,0,41
